type,question,answer,optionA,optionB,optionC,optionD
多选,“三个代表”重要思想的形成条件主要有(),ABCD,对冷战结束后国际局势科学的判断,科学判断党的历史方位,总结历史经验,建设中国特色社会主义的伟大实践
多选,加强文化建设，必须(),ABCD,以科学的理论武装人,以正确的舆论引导人,以高尚的精神塑造人,以优秀的作品鼓舞人
多选,党的十七大报告指出，深入贯彻落实科学发展观，必须坚持,ABCD,把发展作为党执政兴国的第一要务,以人为本,全面协调可持续发展,统筹兼顾
多选,科学发展观基本要求是指  (  ),ABC,全面,协调,可持续,综合
多选,科学发展观是对党的三代中央领导集体关于发展的重要思想的继承和发展，是(  ),ABCD,马克思主义关于发展的世界观和方法论的集中体现,同马克思列宁主义、毛泽东思想、邓小平理论和“三个代表”重要思想既一脉相承又与时俱进的科学理论,我国经济社会发展的重要指导方针,我国文化发展的重要指导方针
多选,如下关于坚持以人为本正确的是：,ABCD,以最广大人民的根本利益为本,坚持发展为了人民,坚持发展依靠人民,坚持发展成果由人民共享
多选,坚持可持续发展，必须走（  ）的文明发展道路,ABC,生产发展,生活富裕,生态良好,共享
多选,统筹兼顾就是要统筹( ),ABCD,城乡发展、区域发展,经济社会发展,人与自然和谐发展,国内外发展和对外开放
多选,关于构建社会主义和谐社会说法正确的是(),ABC,构建社会主义和谐社会的总要求是民主法治、公平正义、诚信友爱、充满活力、安定有序、人与自然和谐相处,社会和谐是中国特色社会主义的本质,既要从“大社会”着眼，又要从“小社会 ”着手,是在党的十九大提出的
多选,科学发展观最鲜明的精神实质是( ),ABCD,解放思想,实事求是,与时俱进,求真务实
多选,科学发展观同邓小平理论、“三个代表”重要思想在( ) 一以贯之,ABCD,理论主题,思想基础,政治理想,根本立场
多选,十八大以来，我国取得的成就是：,ABCD,全方位的,开创性的,深层次的,根本性的
多选,中国特色社会主义进入了新时代，我国社会主要矛盾已经转化为（   ）与（  ）之间的矛盾,BD,人民日益增长的物质文化需要,人民日益增长的美好生活需要,落后的社会生产,不平衡不充分的发展
多选,中国特色社会主义进入了新时代，作出这个重大政治判断的依据包括：(  ),ABCD,党的十八大以来我国社会取得的历史性成就,十八大以来我国社会发生的历史性变革,我国社会主要矛盾运动的必然结果,党团结带领人民开创光明未来的必然要求
多选,中国特色社会主义进入了新时代，在以下哪几个方面具有重大意义：(  ),BCD,在发展中国家发展史上,在中华人民共和国发展史上,在中华民族发展史上,在世界社会主义发展史上
多选,坚持和发展中国特色社会主义，是改革开放以来我们党全部理论和实践的（  ），也是习近平新时代中国特色社会主义思想的(  ),AD,鲜明主题,主要特色,基本内容,核心要义
多选,坚持和发展什么样的中国特色社会主义，体现的特色包括(  ),ABCD,实践特色,理论特色,民族特色,时代特色
多选,怎样坚持和发展中国特色社会主义，深刻揭示了新时代中国特色社会主义的(  ),ABC,本质特征,发展规律,建设路径,时代要求
多选,体现习近平新时代中国特色社会主义思想理论与实践统一的是(  ),BC,五位一体,“八个明确”,“十四个坚持”,四个全面
多选,习近平新时代中国特色社会主义思想,ABCD,与前人理论既一脉相承又与时俱进,马克思主义中国化的新飞跃,当代中国马克思主义,21世纪马克思主义
多选,习近平新时代中国特色社会主义思想，具有(  ),ABC,无比深厚的现实基础,十分鲜明的实践特色,是新时代党和人民共同奋斗的精神旗帜,浓厚的民族特色
多选,旗帜问题事关党的正确方向，决定着党的(  ),BCD,实践力,凝聚力,引领力,战斗力
多选,习近平新时代中国特色社会主义思想是（  ）的集中体现,ABC,党的意志,国家意志,人民的意志,群众的意志
多选,坚持党中央权威和集中统一领导，要增强(  ),ABCD,政治意识,大局意识,核心意识,看齐意识
多选,全党要更加自觉地增强（  ）既不走封闭僵化的老路，也不走改旗易帜的邪路，保持政治定力，坚持实干兴邦，始终坚持和发展中国特色社会主义。,ABCD,道路自信,制度自信,理论自信,文化自信
多选,新时代中国特色社会主义思想，是（  ）必须长期坚持并不断发展。,ABCD,对马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观的继承和发展,马克思主义中国化最新成果,马克思主义中国化的新飞跃,全党全国人民为实现中华民族伟大复兴而奋斗的行动指南
多选,中国梦的本质是（   ）。,ABC,国家富强,民族振兴,人民幸福,天下大同
多选,实现中国梦必须（  ）。,BCD,走资本主义道路,走中国道路,弘扬中国精神,凝聚中国力量
多选,坚持和发展中国特色社会主义的总任务是（  ） 。,CD,发展生产力,改革开放,实现社会主义现代化,实现中华民族伟大复兴
多选,中国精神包括（）。,BC,世界精神,民族精神,时代精神,人民精神
多选,(   )是中华民族绵延数千年的理想。,AB,天下太平,共享大同,实现现代化,称霸世界
多选,到21世纪中叶，要把我国建设成为（   ）  的社会主义现代化强国。,ABCD,富强,民主,文明,和谐美丽
多选,中国特色社会主义政治发展道路是近代以来中国人民长期奋斗（）必然结果。,ABD,历史逻辑,理论逻辑,思维逻辑,实践逻辑
多选,走中国特色社会主义政治发展道路，必须坚持（）有机统一。,ACD,党的领导,从严治党,人民当家作主,依法治国
多选,坚持党的领导，就要发挥党（）的领导核心作用。,BC,统筹规划,总揽全局,协调各方,顶层设计
多选,按照《中共中央关于深化党和国家机构改革的决定》，要构建（）的党和国家机构职能体系。,ABC,系统完备,科学规范,运行高效,集中统一
多选,我国是（）社会主义国家，国家一切权力属于（）。,ABCD,工人阶级领导的,以工农联盟为基础的,人民民主专政的,人民
多选,我国社会主义民主是维护人民根本利益（）的民主。,ABD,最广泛,最真实,最有力,最管用
多选,协商民主是中国社会主义民主政治的（）和（）。,AC,特有形式,特殊模式,独特优势,特别内容
多选,()属于我国的基本政治制度。,ABD,中国共产党领导的多党合作和政治协商制度,民族区域自治制度,协商民主,基层群众自治制度
多选,人民政协工作要聚焦党和国家中心任务，围绕（）两大主题。,AB,团结,民主,自由,协商
多选,完善基层民主制度，要促进群众在城乡社区治理、基层公共事务和公益事业中依法（）。,ABCD,自我管理,自我服务,自我教育,自我监督
多选,巩固和发展爱国统一战线，坚持（），支持民主党派按照中国特色社会主义参政党要求更好履行职能。,ABCD,长期共存,互相监督,肝胆相照,荣辱与共
多选,处理好民族问题、做好民族工作，必须坚持（）。,ABCD,中国共产党的领导,维护祖国统一,各民族一律平等,民族区域自治制度
多选,“一国”是实行“两制”的（）和（）。,AC,前提,条件,基础,原则
多选,“一国两制”是一个完整的概念，其中，“两制”()和（）于“一国”，并统一于“一国”之中。,BD,包含,从属,内置,派生
多选,香港、澳门依照基本法实行（）。,ABC,“港人治港”,“澳人治澳”,高度自治,全面管治
多选,中国共产党和中国政府的三大历史任务是（）。,ABD,实现推进现代化建设,完成祖国统一、实现共产主义,实现中华民族伟大复兴,维护世界和平与促进共同发展
多选,()是解决台湾问题的基本方针，也是实现国家统一的最佳方式。,AC,和平统一,挫败分裂,一国两制,携手共圆中国梦
多选,中国共产党领导的爱国统一战线包括(),ABCDE,各民主党派和各人民团体,全体社会主义劳动者,社会主义事业的建设者,拥护社会主义的爱国者
多选,全面小康有更高的标准、更丰富的内涵、更全面的要求，包括,ABCD,经济更加发展,民主更加健全,科教更加进步,文化更加繁荣
多选,全面建成小康社会，更重要、更难做到的是“全面”。 “小康”讲的是发展水平，“全面”讲的是发展的,BCD,充分性,平衡性,协调性,可持续性
多选,全面建成小康社会的重要举措有,ABCD,坚决打好防范化解重大风险攻坚战,坚决打好精准脱贫攻坚战,坚决打好污染防治攻坚战,确保经济社会持续健康发展
多选,坚决打好防范化解重大风险攻坚战。高度重视（）等领域存在的风险隐患,ABCD,金融,地方债务,信息安全,社会稳定
多选,坚决打好精准脱贫攻坚战，要坚持（）基本方略,AC,精准扶贫,精确扶贫,精准脱贫,精确脱贫
多选,要把握和处理好全面深化改革的一些重大关系，包括处理好,ABCD,解放思想和实事求是的关系,整体推进和重点突破的关系,顶层设计和摸着石头过河的关系,胆子要大和步子要稳的关系
多选,改革、发展与稳定的关系是,ACD,改革是动力,稳定是目的,发展是关键,稳定是前提
多选,正确处理改革、发展、稳定关系需要,ABCD,把改革的力度、发展的速度和社会可承受的程度统一起来,把改善人民生活作为正确处理改革发展稳定关系的结合点,在保持社会稳定中推进改革发展,通过改革发展促进社会稳定
多选,全面深化改革的总目标是,BC,提高改革的系统性、整体性、协同性,完善和发展中国特色社会主义制度,推进国家治理体系和治理能力现代化,激发社会活力和创造力
多选,坚持中国特色社会主义法治道路必须,ABCD,坚持中国共产党的领导,坚持人民在全面依法治国中的主体地位,坚持法律面前人人平等,坚持依法治国和以德治国相结合
多选,全面依法治国，总目标是,CD,完善中国特色社会主义法律体系,深化依法治国实践,建设中国特色社会主义法治体系,建设社会主义法治国家
多选,全面依法治国必须坚持厉行法治，推进,ABCD,科学立法,严格执法,公正司法,全民守法
多选,加强新时代党的建设，要把党建设成为始终走在时代前列（）的马克思主义执政党,ABCD,人民衷心拥护,勇于自我革命,经得起各种风浪考验,朝气蓬勃
多选,新时代党的建设的根本方针是,AD,坚持党要管党,旗帜鲜明讲政治,深化标本兼治,全面从严治党
多选,党的政治建设的首要任务是,BD,保证地方服从中央,保证全党服从中央,坚定执行党的政治路线,坚持党中央权威和集中统一领导
多选,党在新时代的强军目标是建设一支（）人民军队,ACD,听党指挥,能战能平,能打胜仗,作风优良
多选,党对军队的绝对领导是,ABCD,人民军队建军之本、强军之魂,是中国特色社会主义的本质特征,是人民军队战无不胜的根本保证,是党和国家的政治优势
多选,新时代要保证军队对党的,BCD,绝对服从,绝对忠诚,绝对纯洁,绝对可靠
多选,党对军队的绝对领导的原则和制度,ABD,发端于南昌起义,奠基于三湾改编,定型于遵义会议,定型于古田会议
多选,党对军队的绝对领导包括一系列制度，这些制度主要是,ABCD,军队最高领导权属于党中央和中央军委，中央军委实行主席负责制,实行党委制、政治委员制、政治机关制,实行党委统一领导下的首长分工负责制,实行支部建在连上
多选,党的十九大对全面推进国防和军队现代化作出的新的战略是,BCD,到2020年，国防和军队建设要基本实现现代化，信息化建设取得重大进展，战略能力有大的提升,到2035年，基本实现国防和军队现代化，,到2020年，国防和军队建设要基本实现机械化，信息化建设取得重大进展，战略能力有大的提升,到本世纪中叶，把人民军队全面建成世界一流军队
多选,改革后的我军兵种主要包括,ABCDE,陆军,海军,空军,火箭军
多选,加快形成军民融合深度发展格局，需要做到,ABCDE,坚持全国一盘棋,健全体制机制,强化战略规划,突出重点领域
多选,()是当今不可阻挡的时代潮流,ABCD,和平,发展,合作,共赢
多选,当前，世界经济仍处于深度调整期，（）同高失业、高债务、高泡沫等风险交织,BCD,低发展,低增长,低通胀,低需求
多选,中国走和平发展道路的自信和自觉，来源于(),ABCD,中华文明的深厚渊源,对实现中国发展目标条件的认识,对世界发展大势的把握,对中国发展成就的自豪
多选,新型国际关系，新在(),BCD,结伴而不结盟,相互尊重,公平正义,合作共赢
多选,中国始终把坚决维护（）作为外交工作的基本出发点和落脚点,ACD,国家安全,社会主义意识形态,国家主权,发展利益
多选,中国外交工作布局是(),ABCD,周边是首要,大国是关键,多边是舞台,发展中国家是基础
多选,推动构建人类命运共同体，其核心是建设（）的世界,ABCD,持久和平,普遍安全,共同繁荣,开放包容、清洁美丽
多选,当今世界，各国应该树立（）的新安全观,ABCD,共同,综合,合作,可持续
多选,为推动构建人类命运共同体，在经济上要推动经济全球化朝着（）的方向发展,ABCD,开放,包容,普惠、平衡,共赢
多选,中国政府倡议的一带一路，坚持()(),ABCD,开放合作,和谐包容,市场运作,互利共赢
多选,中国政府致力于把一带一路建设成和平之路、(),ABCD,繁荣之路,开放之路,创新之路,文明之路
多选,全党要更加自觉地增强（）既不走封闭僵化的老路，也不走改旗易帜的邪路，保持政治定力，坚持实干兴邦，始终坚持和发展中国特色社会主义。,ABCD,道路自信,理论自信,制度自信,文化自信
多选,我们党深刻认识到，实现中华民族伟大复兴，必须(),ABC,推翻三座大山，实现民族独立、人民解放 、国家统一、社会稳定,建立符合我国实际的先进社会制度,合乎时代潮流、顺应人民意愿，用于改革开放，让党和人民事业始终充满奋勇前进的强大动力。,必须进行大跃进运动。
多选,习近平总书记在十九大报告中指出，实现伟大梦想，必须( ),BCD,进行改革开放,进行伟大斗争,建设伟大工程,推进伟大事业
多选,坚持党对一切工作的领导。党政军民学，东西南北中，党是领导一切的。必须增强(),ABCD,政治意识,大局意识,核心意识,看齐意识
多选,我们党最鲜明的品格是(),BC,始终走在时代前列,勇于自我革命,从严管党治党,始终保持先进性
多选,坚持和加强党的全面领导，不断提高党的建设质量，把党建设成为始终（）的马克思主义执政党,ABCD,走在时代前列,人民衷心拥护,勇于自我革命,经得起各种风浪考验、朝气蓬勃
多选,全党同志要加强党性锻炼，不断提高政治觉悟和政治能力，把（）作为根本政治担当，永葆共产党人政治本色,ABCD,对党忠诚,为党分忧,为党尽职,为民造福
多选,()是中国共产党人的精神支柱和政治灵魂，也是保持党的团结统一的思想基础。,AB,共产主义远大理想,中国特色社会主义共同理想,全心全意为人民服务,社会主义核心价值观
多选,党面临的四大危险是(),ABCD,精神懈怠危险,能力不足危险,脱离群众危险,消极腐败危险
多选,党面临的四大考验是(),ABCD,执政考验,改革开放考验,市场经济考验,外部环境考验
多选,之所以要把党的政治建设摆在首位，是因为(),ABD,旗帜鲜明讲政治是我们党作为马克思主义政党的根本要求,党的政治建设是党的根本性建设，决定党的建设方向和效果,政治建设是党的基础性建设,注重抓党的政治建设是党的十八大以来全面从严治党的成功经验
多选,加强党的政治建设，必须坚决防止和反对(),ABCD,个人主义和分散主义,自由主义和好人主义,本位主义和宗派主义,圈子文化和码头文化
多选,加强党的政治建设，必须保证全党在（）上同党中央保持高度一致,ABCD,政治立场,政治方向,政治原则,政治道路
多选,加强党的政治建设，要尊崇党章，严格执行新形势下党内政治生活若干准则，增强党内政治生活的（），自觉抵制商品交换原则对党内生活的侵蚀，营造风清气正的良好政治生态,ABCD,政治性,时代性,原则性,战斗性
多选,习近平提出的好干部标准是(),ABCDE,信念坚定,为民服务,勤政务实,敢于担当
多选,党支部作为党的基层组织，担负直接（）的职责,ABC,教育党员,管理党员,监督党员,培训党员
多选,党支部作为党的基层组织，担负（）的职责,ABCD,组织群众,宣传群众,凝聚群众,服务群众
多选,加强党的作风建设，必须要坚决整治的“四风”是(),ABCD,形式主义,官僚主义,享乐主义,奢靡之风
多选,加强党的纪律建设，在重点强化政治纪律和组织纪律的同时，带动（）严起来,ABCD,廉洁纪律,群众纪律,工作纪律,生活纪律
多选,加强党的纪律建设，要重点强化(),AC,政治纪律,廉洁纪律,组织纪律,群众纪律
多选,加强党的制度建设，要建立健全（）的党内法规制度体系,ABCD,内容科学,程序严密,配套完备,运行有效
多选,中国共产党的领导是中国特色社会主义最本质的特征，这是由（）所决定的,ABC,科学社会主义的理论逻辑,中国特色社会主义产生与发展的历史逻辑,中国特色社会主义迈向新征程的实践逻辑,和平与发展的时代逻辑
多选,实现伟大梦想，必须进行具有许多新的历史特点的伟大斗争。这些斗争包括(),ABCDE,要坚决反对一切削弱 、歪曲、否定党的领导和社会主义制度的言行,要坚决反对一切损害人民利益、脱离群众的行为,要坚决破除一切顽瘴痼疾,要坚决反对一切分裂祖国、破坏民族团结和社会和谐稳定的行为
多选,伟大斗争、伟大工程、伟大事业、伟大梦想是一个紧密联系、相互贯通、相互作用、有机统一的整体，统一于新时代坚持和发展中国特色社会主义伟大实践。(),ABCDE,伟大梦想是目标,伟大斗争是手段,伟大工程是保障,伟大事业是主题
多选,党是最高政治领导力量(),ABC,这是马克思主义政党的基本要求,这是对党领导革命、建设和改革历史经验的深刻总结,这是推进伟大事业的根本保证,这是世界政党政治的普遍原则
多选,中国共产党要全面增强执政本领，包括(),ABCD,学习本领和政治领导本领,改革创新本领和科学发展本领,依法执政本领和群众工作本领,很抓落实本领和驾驭风险本领
多选,党要增强政治领导本领，不断提高（）的能力,ABCD,把方向,谋大局,定政策,促改革
多选,坚持党的领导是(),ABCD,党和国家的根本所在,党和国家的命脉所在,全国各族人民的利益所系,全国各族人民的幸福所系
多选,掌握意识形态工作领导权，必须做到(),ABCDE,旗帜鲜明坚持马克思主义指导地位,加快构建中国特色哲学社会科学,坚持正确的舆论导向,建设好网络空间
多选,社会主义核心价值体系的基本内容(),ABCD,马克思主义指导思想,中国特色社会主义共同理想,以爱国主义为核心的民族精神和以改革创新为核心的时代精神,社会主义荣辱观
多选,习近平总书记概括的伟大民族精神是指(),ABCD,伟大创造精神,伟大奋斗精神,伟大团结精神,伟大梦想精神
多选,提高文化软实力，必须(),ACD,努力弘扬中华文化,深化文化体制改革,讲好中国故事，传播好中国声音,加强当代中国价值观念的提炼和阐释
多选,我们应当树立（）的生态文明理念,ABC,尊重自然,顺应自然,保护自然,改造自然
多选,建设社会主义生态文明要建设以（）为基础，以（）为准则，以（）为目标的资源节约型、环境友好型社会。,ABC,资源环境承载力,自然规律,可持续发展,人与自然和谐发展
多选,加快生态文明体制改革，必须(),ABCD,推进绿色发展,着力解决突出环境问题,加大生态系统保护力度,改革生态环境监管体制
多选,习近平总书记在纪念马克思诞辰200周年的讲话中指出，马克思主义是(),ABCD,科学的理论，创造性地揭示了人类社会发展规律,人民的理论，第一次创立了人民实现自身解放的思想体系,不断发展的开放的理论，始终站在时代前沿,实践的理论，指引着人民改造世界的行动
多选,社会主义核心价值观深入回答了（）的重大问题,ABC,建设什么样的国家,建设什么样的社会,培育什么样的公民,走什么样的道路
多选,加快构建哲学社会科学，要按照立足中国、（）的思路,ABCDE,借鉴国外,挖掘历史,把握当代,关怀人类
多选,当前我国意识形态领域面临的重大挑战(),ABCD,意识形态领域局部多元多样多变趋势明 显，各种力量竞相发声成为常态,社会主流价值遭遇市场逐利性的挑战,媒体格局和舆论生态发生深刻变化,各种敌对势力加紧对我国渗透遏制
多选,落实意识形态责任制，根本在于(),CD,主动发声,敢于亮剑,加强组织领导,强化责任担当
多选,党的十八届五中全会提出的共享发展理念，其内涵主要有（）。,ABCD,全民共享,全面共享,共建共享,渐进共享
多选,协调是健康发展的(    )。,ABCD,手段,目的,标准,尺度
多选,创新发展就是把创新摆在国家发展全局的核心位置，不断推进(),ABCD,理论创新,制度创新,科技创新,文化创新
多选,面对经济社会发展的新趋势、新机遇、新矛盾、新挑战，习主席提出新的发展理念创新(),ABCD,协调,绿色,开放,共享
多选,着力加快建设（）协调发展的产业体系，着力构建市场机制有效、微观主体有活力、宏观调控有度的经济体 制，不断增强我国经济创新力和竞争力。,ABCD,实体经济,科技创新,现代金融,人力资源
多选,建设现代化经济体系是跨越关口的迫切要求和我国发展的战略目标。必须坚持质量第一、效益优先，以供给侧结构性改革为主线，推动经济发展（）。,ABD,质量变革,效率变革,技术变革,动力变革
多选,要加快建设制造强国，加快发展先进制造业，推动()和实体经济深度融合。,ABD,互联网,大数据,科技创新,人工智能
多选,深化供给侧结构性改革，必须建设（）劳动者大军。,ABC,知识型,技能型,创新型,智慧型
多选,深化供给侧结构性改革强调，弘扬（）和（），营造劳动光荣的社会风尚和精益求精的敬业风气。,AD,劳模精神,优秀劳模精神,大国工匠精神,工匠精神
多选,深化供给侧结构性改革要坚持（）、补短板，优化存量资源配置，扩大优质增量供给，实现供需动态平衡。,ABCD,去产能,去库存,去杠杆,降成本
多选,人类活动必须（），否则就会遭到大自然的报复。,ABD,尊重自然,顺应自然,改造自然,保护自然
多选,中央经济工作会议指出，推动高质量发展是当前和今后一个时期确定发展思路、制定经济政策、实施宏观调控的根本要求，必须加快形成推动高质量发展的（）、绩效评价、政绩考核，创建和完善制度环境，推动我国经济在实现高质量发展上不断取得新进展。,ABCD,指标体系,政策体系,标准体系,统计体系
多选,建设充分发挥市场作用、更好发挥政府作用的经济体制，实现（）。,ABC,市场机制有效,微观主体有活力,宏观调控有度,社会协同参与
多选,要结合推进供给侧结构性改革，加快推动（）发展，形成节约资源、保护环境的生产生活方式。,ACD,绿色,持续,循环,低碳
多选,供给侧结构性改革，重点是解放和发展社会生产力，用改革的办法推进结构调整，（），增强供给结构对需求变化的适应性和灵活性，提高全要素生产率。,AB,减少无效和低端供给,扩大有效和中高端供给,推动科技创新,化解产能过剩
多选,建设社会主义和谐社会，要把(    )作为社会建设的根本任务。,ABC,改善民生,创新社会治理,坚持总体国家安全观,实现共同富裕
多选,我们要加快建立(    )的住房制度，让全体人民住有所居。,ACD,多主体供给,多部门监督,多渠道保障,租购并举
多选,加强社会治理制度建设，要完善社会治理体制，提高社会治理（   ）水平。,ABCD,社会化,法治化,智能化,专业化
多选,提高就业质量和人民收入水平，鼓励勤劳守法致富，就要(   ),ABCD,扩大中等收入群体,增加低收入者收入,调节过高收入,取缔非法收入
多选,"加强和创新社会治理,必须(  )",ABCDE,创新社会治理体制,改进社会治理方式,加强预防和化解社会矛盾机制建设,加强社会心理服务体系建设
多选,"提高保障和改善民生,必须(  )",ABCDE,优先发展教育事业,提高就业质量和人民收入水平,加强社会保障体系建设,坚决打赢脱贫攻坚战
多选,坚持总体国家安全观，必须(   ),ABCDE,完善国家安全体系,健全公共安全体系,推进平安中国建设,加强国家安全能力建设
多选,全面贯彻落实总体国家安全观，要求(  ),ABCDE,统筹外部安全和内部安全,统筹国土安全和国民安全,统筹传统安全和非传统安全,统筹自身安全和共同安全
多选,新民主主义社会主要的经济成分有(),ACD,社会主义经济,合作社经济,个体经济,资本主义经济
多选,过渡时期总路线的主要内容被概括为“一化三改” ，它们之间的关系又被形象地称为“一体两翼”，其中“两翼”是指,BDE,社会主义工业化,农业社会主义改造,社会主义现代化,手工业的社会主义改造
多选,对农业、个体手工业进行社会主义改造必须遵循的原则是(),ABCD,自愿互利,典型示范,国家帮助,积极领导，稳步前进
多选,对资本主义工商业的社会主义改造采取的形式是(),ABCDE,加工订货,统购包销,经销代销,个别公私合营
多选,我国的社会主义改造是一场伟大的社会变革，但是在改造过程中也出现了一 些偏差，遗留了一些问题，具体表现在(),ABCD,所有制结构过于单 一，在社会主义公有制已居于绝对统治地位的条件下，没有有限度地保留一部分有益于国计民生的个体经济和私营经济,高度集中的计划经济体制也随之扩大到整个社会经济生活,在一定程度上排斥了商品经济和市场经济的正常运行,要求过急，发展过快，工作过粗，改造形式过于简单
多选,中国新民主主义社会的主要特点是(),ABCDE,是个过渡性质的社会,政治上实行工人阶级领导的人民民主专政,经济上实行国营经济领导下的五种经济并存,社会主义公有制经济是主体
多选,全行业公私合营前，国家对资本主义工商业采取的赎买政策是四马分肥，其中四马是(),ABCD,国家所得税,企业公积金,工人福利费,资本家的利润（包括服务与红利）
多选,新民主主义社会存在的经济成份有(),ABCDE,社会主义性质的国营经济,半社会主义性质的合作社经济,资本主义私营经济,多种形式的国家资本主义
多选,在新民主主义社会中，属于资本主义的因素有(),AB,私人资本主义经济,民族资产阶级,合作社经济,国营经济
多选,20世纪50年代中期，社会主义改造基本完成，标志着( ),ABD,社会主义制度在我国已经确立,我国进入了社会主义初级阶段,我国步入了社会主义改革时期,我国实现了新民主主义向社会主义过渡
多选,中国共产党根据马克思列宁主义关于农业社会主义改造的思想，从我国的实际出发，开创了一条有中国特色的合作化道路，成功地实现了对个体农业的社会主义改 造，其历史经验主要有( ),BCD,国家用先进的技术和装备发展农业经济,遵循自愿互利、典型示范和国家帮助的原则,在土地改革后不失时机地引导个体农民走互助合作道路,采取从互助到初级社再到高级社的逐渐过渡形式
多选,从中华人民共和国成立到社会主义改造基本完成，是我国从新民主主义到社会主义的过渡时期。这一时期中国社会的阶级构成主要包括 ( ),ABCD,工人阶级,农民阶级,民族资产阶级,城市小资产阶级
多选,以毛泽东同志为核心的党的第一代中央领导集体带领全党全国和各族人民完成了新民主主义革命，进行了社会主义改造，确立了社会主义基本制度，这一基本制度的确立：( ),ABD,为当代中国一切发展进步奠定了根本政治前提和制度基础,是中国历史上最深刻最伟大的社会变革,标志着马克思主义同中国实际第二次结合的完成,使广大劳动人民真正成为国家的主人
多选,关于过渡时期总路线的表述正确的是(),ABCDE,过渡时期总路线实行社会主义建设和社会主义改造同时并举,过渡时期总路线体现了社会主义工业化和社会主义改造的紧密结合,过渡时期总路线体现了解放生产力与发展生产力的有机统一,过渡时期总路线体现了变革生产关系与发展生产力的有机统一
多选,关于社会主义改造说法正确的是(),ABD,社会主义改造的基本完成，使我国社会经济结构发生了根本变化,社会主义改造的基本完成，使我国社会的阶级关系发生了根本变化,社会主义改造的基本完成，表明我国的一切剥削现象都已经被消灭,社会主义改造的基本完成，表明社会主义制度已经基本确立
多选,在资本主义工商业改造中，初级形式的国家资本主义包括了以下形式(),ABCD,委托加工,统购包销,计划订货,经销代销
多选,在对农业进行社会主义改造的过程中，经历的三个发展阶段是(),ABD,互助组,初级社,人民公社,高级社
多选,建国初期对民族工商业采取的政策是(),ABD,利用,限制,教育,改造
多选,中国从新民主主义向社会主义过渡的条件主要是(),ABCD,近代中国资本主义经济及现代工业初步发展,社会主义国营经济的壮大和无产阶级政党的领导,有利的国际因素,人民民主专政的国家政权
多选,具有中国特点的社会主义改造道路的内容是(),ABCD,社会主义工业化和社会主义改造同时并举,通过一系列逐步过渡的由低级到高级的社会主义改造形式,和平改造特别是对资产阶级实现了和平赎买,对经济制度的改造与对人的改造相结合
多选,下列对新民主主义社会的说法中正确的是(),ABCD,是一种过渡性质的社会阶段,不是一个完整的社会形态,具有两种社会形态的因素,是半殖民地半封建社会走向社会主义 社会的中介和桥梁
多选,党在过渡时期的总路线主要内容是(),CD,没收官僚垄断资本和民族资本,没收地主的土地,逐步实现社会主义的工业化,逐步实现对农业、手工业、资本主义工商业的社会主义改造
多选,我国对资本主义工商业进行社会主义改造的经验主要有(),ABCD,严格区别官僚资本和民族资本的界限，实行和平赎买，和平地实现了生产关系的深刻变革,创造了国家资本主义的多种形式，采取了由低级到高级逐步过渡的形式,把对企业的改造和对资本家的改造结合起来，把资本家改造成为自食其力的劳动者,对私人资本主义的赎买政策应始终坚持采取“四马分肥 ”
